ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Maceration
2046,6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,7,1
2047,6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,7,1
2048,6.6,0.21,0.38,2.2,0.026,40,104,0.9914,3.25,0.4,11.1,8,0
2049,6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,6,0
2050,6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,7,1
2051,6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,6,1
2052,6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8,6,1
2053,6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,6,0
2054,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,0
2055,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,0
2056,6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,6,0
2057,6.6,0.25,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1,6,1
2058,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5,1
2059,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5,0
2060,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,0
2061,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,0
2062,6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,6,1
2063,6.6,0.3,0.74,4.6,0.041,36,159,0.9946,3.21,0.45,9.9,5,0
2064,6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5,0
2065,6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,5,1
2066,6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,5,0
2067,6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,5,1
2068,6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,6,1
2069,6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,5,1
2070,6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,5,0
2071,6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,6,0
2072,6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,6,1
2073,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,5,0
2074,6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6,0
2075,6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,5,1
2076,6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,5,0
2077,6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,5,1
2078,6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,5,1
2079,6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,0
2080,6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,5,1
2081,6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,6,1
2082,6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,5,1
2083,6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,5,1
2084,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,1
2085,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,1
2086,6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,6,0
2087,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6,1
2088,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6,0
2089,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,1
2090,6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,5,0
2091,6.6,0.27,0.29,5.3,0.045,57,189,0.9953,3.31,0.79,9.8,5,0
2092,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,1
2093,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5,1
2094,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5,1
2095,6.6,0.32,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10,5,0
2096,6.6,0.25,0.42,11.3,0.049,77,231,0.9966,3.24,0.52,9.5,6,0
2097,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,7,0
2098,6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,6,0
2099,6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,6,0
2100,6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,5,1
2101,6.6,0.22,0.28,12.05,0.058,25,125,0.99856,3.45,0.45,9.4,5,0
2102,6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,7,1
2103,6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,5,0
2104,6.6,0.23,0.18,8.5,0.044,59,188,0.99558,3.16,0.49,9.5,5,0
2105,6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10,5,0
2106,6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5,0
2107,6.6,0.32,0.33,2.5,0.052,40,210,0.99316,3.15,0.6,10,5,1
2108,6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,6,1
2109,6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,5,1
2110,6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,5,0
2111,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5,1
2112,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5,0
2113,6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,6,1
2114,6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7,6,0
2115,6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,6,0
2116,6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,5,1
2117,6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,5,0
2118,6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6,0
2119,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5,1
2120,6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,6,0
2121,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5,0
2122,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5,1
2123,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7,0
2124,6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,6,1
2125,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5,1
2126,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7,1
2127,6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,6,1
2128,6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,7,0
2129,6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,6,1
2130,6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,5,0
2131,6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6,1
2132,6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,5,1
2133,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5,0
2134,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5,0
2135,6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11,5,0
2136,6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9,5,1
2137,6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,5,0
2138,6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,5,1
2139,6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,6,0
2140,6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,5,1
2141,6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,8,1
2142,6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6,1
2143,6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,5,1
2144,6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,1
2145,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,1
2146,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,0
2147,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,0
2148,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,0
2149,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,1
2150,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,0
2151,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,0
2152,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,0
2153,6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,6,1
2154,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,1
2155,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6,1
2156,6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,5,0
2157,6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,5,1
2158,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,1
2159,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,0
2160,6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,5,0
2161,6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8,6,0
2162,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,0
2163,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,1
2164,6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,5,0
2165,6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,7,1
2166,6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,6,1
2167,6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,6,0
2168,6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7,1
2169,6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,6,0
2170,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7,1
2171,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7,1
2172,6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5,1
2173,6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2,8,0
2174,6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5,0
2175,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,1
2176,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,1
2177,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,0
2178,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,5,1
2179,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,5,1
2180,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,0
2181,6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6,1
2182,6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,6,1
2183,6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,7,0
2184,6.6,0.17,0.28,1.8,0.042,62,178,0.99204,3.15,0.42,10.2,5,1
2185,6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,6,1
2186,6.6,0.16,0.21,6.7,0.055,43,157,0.99384,3.15,0.52,10.8,6,1
2187,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6,1
2188,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6,1
2189,6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,7,1
2190,6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,5,0
2191,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,1
2192,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,1
2193,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7,0
2194,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7,0
2195,6.6,0.24,0.27,10.3,0.047,54,219,0.99742,3.04,0.45,8.8,5,1
2196,6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,8,0
2197,6.6,0.29,0.29,1.8,0.036,38,102,0.98819,3.08,0.42,13.7,7,0
2198,6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,5,1
2199,6.6,0.22,0.3,14.7,0.045,50,136,0.99704,3.14,0.37,10.6,6,0
2200,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,1
2201,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,1
2202,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,1
2203,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,0
2204,6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12,7,0
2205,6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9,7,1
2206,6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,6,1
2207,6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6,0
2208,6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7,1
2209,6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,6,0
2210,6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7,0
2211,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,0
2212,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,1
2213,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,0
2214,6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6,0
2215,6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5,1
2216,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5,0
2217,6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,6,0
2218,6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,5,0
2219,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5,0
2220,6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5,0
2221,6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,6,1
2222,6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5,0
2223,6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5,1
2224,6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5,0
2225,6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,6,1
2226,6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,6,1
2227,6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6,0
2228,6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,7,0
2229,6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7,1
2230,6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6,0
2231,6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,1
2232,6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,1
2233,6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6,0
2234,6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,6,0
2235,6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,8,0
2236,6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,4,1
2237,6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6,0
2238,6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6,0
2239,6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,5,0
2240,6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,6,0
2241,6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,5,0
2242,6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,6,1
2243,6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,7,0
2244,6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,5,0
2245,6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,6,1
2246,6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,6,0
2247,6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,4,1
2248,6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6,0
2249,6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,6,0
2250,6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6,1
2251,6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,6,0
2252,6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,6,1
2253,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,0
2254,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,1
2255,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,1
2256,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,1
2257,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,0
2258,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,0
2259,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,0
2260,6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,6,1
2261,6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,6,0
2262,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6,0
2263,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6,0
2264,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6,1
2265,6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,7,0
2266,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6,1
2267,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,0
2268,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,0
2269,6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,6,1
2270,6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,6,1
2271,6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,6,0
2272,6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,6,0
2273,6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6,1
2274,6.6,0.21,0.39,2.3,0.041,31,102,0.99221,3.22,0.58,10.9,7,1
2275,6.6,0.26,0.36,1.2,0.035,43,126,0.99094,3.01,0.63,11.4,6,1
2276,6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2,6,1
2277,6.6,0.33,0.41,2,0.027,14,79,0.99063,3.27,0.63,12.4,6,0
2278,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6,1
2279,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6,1
2280,6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,5,0
2281,6.6,0.29,0.73,2.2,0.027,21,92,0.99,3.12,0.48,12.4,6,1
2282,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6,0
2283,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6,1
2284,6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,7,1
2285,6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,6,1
2286,6.6,0.38,0.29,2.4,0.136,15,93,0.99336,3.18,0.6,9.5,5,0
2287,6.6,0.24,0.33,10.1,0.032,8,81,0.99626,3.19,0.51,9.8,6,0
2288,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333,6,1
2289,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333,6,1
2290,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.55,6,1
2291,6.6,0.32,0.36,8,0.047,57,168,0.9949,3.15,0.46,9.6,5,1
2292,6.7,0.58,0.08,1.8,0.097,15,65,0.9959,3.28,0.54,9.2,5,7
2293,6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,5,11
2294,6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,5,8
2295,6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,6,15
2296,6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,6,13
2297,6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6,19
2298,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,9
2299,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,18
2300,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,7
2301,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,21
2302,6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,5,13
2303,6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,6,7
2304,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,8
2305,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,17
2306,6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,6,11
2307,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,20
2308,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,18
2309,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,15
2310,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,18
2311,6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,5,16
2312,6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,4,11
2313,6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,5,10
2314,6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,3,18
2315,6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5,7
2316,6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6,9
2317,6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,6,8
2318,6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6,14
2319,6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,7,14
2320,6.7,0.23,0.39,2.5,0.172,63,158,0.9937,3.11,0.36,9.4,6,1
2321,6.7,0.24,0.39,2.9,0.173,63,157,0.9937,3.1,0.34,9.4,6,1
2322,6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,6,1
2323,6.7,0.25,0.13,1.2,0.041,81,174,0.992,3.14,0.42,9.8,5,0
2324,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,0
2325,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,1
2326,6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9,5,0
2327,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5,1
2328,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5,0
2329,6.7,0.19,0.36,1.1,0.026,63,143,0.9912,3.27,0.48,11,6,1
2330,6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5,1
2331,6.7,0.24,0.35,13.1,0.05,64,205,0.997,3.15,0.5,9.5,5,0
2332,6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,7,1
2333,6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,6,0
2334,6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,6,1
2335,6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,8,0
2336,6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,6,1
2337,6.7,0.34,0.3,15.6,0.054,51,196,0.9982,3.19,0.49,9.3,5,0
